transaction_id,user_id,amount,channel,timestamp
1627,808,268.63,b2b,2019-01-02 03:06:00
1628,417,167.62,mobile,2019-01-02 03:07:00
1629,210,38.96,in-store,2019-01-02 03:08:00
1630,204,90.01,in-store,2019-01-02 03:09:00
1631,43,933.93,in-store,2019-01-02 03:10:00
1632,4,341.92,in-store,2019-01-02 03:11:00
1633,232,304.69,in-store,2019-01-02 03:12:00
1634,383,158.59,online,2019-01-02 03:13:00
1635,456,174.16,mobile,2019-01-02 03:14:00
1636,685,248.95,online,2019-01-02 03:15:00
1637,624,494.31,online,2019-01-02 03:16:00
1638,965,34.26,in-store,2019-01-02 03:17:00
1639,718,792.45,b2b,2019-01-02 03:18:00
1640,239,970.93,online,2019-01-02 03:19:00
1641,139,235.69,online,2019-01-02 03:20:00
1642,210,17.49,online,2019-01-02 03:21:00
1643,959,890.36,in-store,2019-01-02 03:22:00
1644,714,906.64,online,2019-01-02 03:23:00
1645,645,573.87,mobile,2019-01-02 03:24:00
1646,61,107.2,online,2019-01-02 03:25:00
1647,706,631.26,online,2019-01-02 03:26:00
1648,272,255.84,mobile,2019-01-02 03:27:00
1649,279,659.15,in-store,2019-01-02 03:28:00
1650,340,261.96,online,2019-01-02 03:29:00
1651,920,909.96,in-store,2019-01-02 03:30:00
1652,682,268.09,b2b,2019-01-02 03:31:00
1653,877,9.49,online,2019-01-02 03:32:00
1654,323,467.67,mobile,2019-01-02 03:33:00
1655,816,180.5,in-store,2019-01-02 03:34:00
1656,801,485.18,in-store,2019-01-02 03:35:00
1657,970,218.11,online,2019-01-02 03:36:00
1658,459,422.09,online,2019-01-02 03:37:00
1659,489,555.58,online,2019-01-02 03:38:00
1660,218,690.43,online,2019-01-02 03:39:00
1661,15,680.02,in-store,2019-01-02 03:40:00
1662,473,742.29,mobile,2019-01-02 03:41:00
1663,321,133.41,in-store,2019-01-02 03:42:00
1664,81,663.3,online,2019-01-02 03:43:00
1665,349,694.41,in-store,2019-01-02 03:44:00
1666,687,979.38,online,2019-01-02 03:45:00
1667,394,301.67,in-store,2019-01-02 03:46:00
1668,771,565.08,in-store,2019-01-02 03:47:00
1669,992,763.86,online,2019-01-02 03:48:00
1670,254,277.22,b2b,2019-01-02 03:49:00
1671,484,825.51,online,2019-01-02 03:50:00
1672,572,51.85,online,2019-01-02 03:51:00
1673,971,753.16,online,2019-01-02 03:52:00
1674,216,564.15,mobile,2019-01-02 03:53:00
1675,530,941.29,online,2019-01-02 03:54:00
1676,193,59.85,mobile,2019-01-02 03:55:00
1677,658,127.68,in-store,2019-01-02 03:56:00
1678,910,175.63,b2b,2019-01-02 03:57:00
1679,411,867.22,mobile,2019-01-02 03:58:00
1680,132,950.0,online,2019-01-02 03:59:00
1681,894,535.76,online,2019-01-02 04:00:00
1682,329,9.43,online,2019-01-02 04:01:00
1683,243,593.76,in-store,2019-01-02 04:02:00
1684,524,55.49,online,2019-01-02 04:03:00
1685,78,380.71,in-store,2019-01-02 04:04:00
1686,768,648.95,in-store,2019-01-02 04:05:00
1687,342,834.19,online,2019-01-02 04:06:00
1688,885,614.91,b2b,2019-01-02 04:07:00
1689,77,406.49,in-store,2019-01-02 04:08:00
1690,641,490.92,online,2019-01-02 04:09:00
1691,444,216.9,in-store,2019-01-02 04:10:00
1692,582,910.98,in-store,2019-01-02 04:11:00
1693,459,99.33,in-store,2019-01-02 04:12:00
1694,715,912.37,online,2019-01-02 04:13:00
1695,898,417.89,online,2019-01-02 04:14:00
1696,909,674.95,online,2019-01-02 04:15:00
1697,534,149.24,in-store,2019-01-02 04:16:00
1698,972,469.24,mobile,2019-01-02 04:17:00
1699,662,595.35,online,2019-01-02 04:18:00
1700,713,568.41,in-store,2019-01-02 04:19:00
1701,897,561.68,online,2019-01-02 04:20:00
1702,158,985.5,in-store,2019-01-02 04:21:00
1703,669,916.01,online,2019-01-02 04:22:00
1704,777,49.59,in-store,2019-01-02 04:23:00
1705,879,239.13,online,2019-01-02 04:24:00
1706,509,174.98,online,2019-01-02 04:25:00
1707,668,757.78,in-store,2019-01-02 04:26:00
1708,747,454.11,online,2019-01-02 04:27:00
1709,623,311.98,mobile,2019-01-02 04:28:00
1710,11,485.7,in-store,2019-01-02 04:29:00
1711,872,600.73,mobile,2019-01-02 04:30:00
1712,531,259.6,in-store,2019-01-02 04:31:00
1713,867,936.72,online,2019-01-02 04:32:00
1714,793,93.1,in-store,2019-01-02 04:33:00
1715,347,914.51,online,2019-01-02 04:34:00
1716,460,444.2,online,2019-01-02 04:35:00
1717,119,102.64,mobile,2019-01-02 04:36:00
1718,273,14.37,mobile,2019-01-02 04:37:00
1719,520,346.88,mobile,2019-01-02 04:38:00
1720,640,91.25,in-store,2019-01-02 04:39:00
1721,570,86.78,online,2019-01-02 04:40:00
1722,451,791.94,in-store,2019-01-02 04:41:00
1723,633,308.25,online,2019-01-02 04:42:00
1724,912,403.29,online,2019-01-02 04:43:00
1725,357,76.51,b2b,2019-01-02 04:44:00
1726,998,287.75,online,2019-01-02 04:45:00
1727,716,551.4,in-store,2019-01-02 04:46:00
1728,590,806.18,b2b,2019-01-02 04:47:00
1729,28,690.03,b2b,2019-01-02 04:48:00
1730,668,180.26,in-store,2019-01-02 04:49:00
1731,683,357.21,in-store,2019-01-02 04:50:00
1732,229,69.66,online,2019-01-02 04:51:00
1733,806,752.87,in-store,2019-01-02 04:52:00
1734,555,617.38,in-store,2019-01-02 04:53:00
1735,212,331.0,in-store,2019-01-02 04:54:00
1736,783,202.24,online,2019-01-02 04:55:00
1737,717,708.24,online,2019-01-02 04:56:00
1738,780,600.45,in-store,2019-01-02 04:57:00
1739,394,285.26,online,2019-01-02 04:58:00
1740,996,473.85,mobile,2019-01-02 04:59:00
1741,955,449.22,online,2019-01-02 05:00:00
1742,925,464.79,online,2019-01-02 05:01:00
1743,327,377.6,online,2019-01-02 05:02:00
1744,192,83.8,mobile,2019-01-02 05:03:00
1745,197,535.11,mobile,2019-01-02 05:04:00
1746,529,332.43,mobile,2019-01-02 05:05:00
1747,268,260.15,online,2019-01-02 05:06:00
1748,510,134.99,online,2019-01-02 05:07:00
1749,204,789.19,online,2019-01-02 05:08:00
1750,79,393.71,mobile,2019-01-02 05:09:00
1751,781,318.77,online,2019-01-02 05:10:00
1752,547,301.03,online,2019-01-02 05:11:00
1753,636,5.16,in-store,2019-01-02 05:12:00
1754,969,278.91,b2b,2019-01-02 05:13:00
1755,629,233.4,online,2019-01-02 05:14:00
1756,112,863.58,in-store,2019-01-02 05:15:00
1757,885,621.84,in-store,2019-01-02 05:16:00
1758,253,162.25,online,2019-01-02 05:17:00
1759,119,376.08,online,2019-01-02 05:18:00
1760,838,312.64,in-store,2019-01-02 05:19:00
1761,930,183.86,online,2019-01-02 05:20:00
1762,486,328.59,mobile,2019-01-02 05:21:00
1763,898,102.61,online,2019-01-02 05:22:00
1764,390,367.1,online,2019-01-02 05:23:00
1765,840,795.08,in-store,2019-01-02 05:24:00
1766,936,402.46,online,2019-01-02 05:25:00
1767,137,931.97,online,2019-01-02 05:26:00
1768,514,793.83,mobile,2019-01-02 05:27:00
1769,36,46.44,online,2019-01-02 05:28:00
1770,540,662.16,b2b,2019-01-02 05:29:00
1771,666,267.21,online,2019-01-02 05:30:00
1772,146,423.31,in-store,2019-01-02 05:31:00
1773,759,917.49,online,2019-01-02 05:32:00
1774,793,800.21,online,2019-01-02 05:33:00
1775,765,784.21,in-store,2019-01-02 05:34:00
1776,672,688.68,online,2019-01-02 05:35:00
1777,722,384.64,in-store,2019-01-02 05:36:00
1778,846,694.51,online,2019-01-02 05:37:00
1779,444,849.95,online,2019-01-02 05:38:00
1780,118,90.31,in-store,2019-01-02 05:39:00
1781,419,576.33,in-store,2019-01-02 05:40:00
1782,877,998.36,b2b,2019-01-02 05:41:00
1783,280,744.13,in-store,2019-01-02 05:42:00
1784,37,429.81,mobile,2019-01-02 05:43:00
1785,613,341.88,online,2019-01-02 05:44:00
1786,545,8.66,in-store,2019-01-02 05:45:00
1787,594,976.13,b2b,2019-01-02 05:46:00
1788,544,243.51,in-store,2019-01-02 05:47:00
1789,488,170.01,online,2019-01-02 05:48:00
1790,657,803.74,online,2019-01-02 05:49:00
1791,640,45.41,mobile,2019-01-02 05:50:00
1792,356,263.28,in-store,2019-01-02 05:51:00
1793,523,652.62,online,2019-01-02 05:52:00
1794,776,546.13,b2b,2019-01-02 05:53:00
1795,401,200.83,online,2019-01-02 05:54:00
1796,775,280.27,b2b,2019-01-02 05:55:00
1797,28,247.18,online,2019-01-02 05:56:00
1798,847,17.5,online,2019-01-02 05:57:00
1799,523,582.58,in-store,2019-01-02 05:58:00
1800,603,113.61,in-store,2019-01-02 05:59:00
1801,865,272.38,online,2019-01-02 06:00:00
1802,412,27.61,online,2019-01-02 06:01:00
1803,200,761.68,online,2019-01-02 06:02:00
1804,405,5.23,mobile,2019-01-02 06:03:00
1805,141,334.66,in-store,2019-01-02 06:04:00
1806,1000,471.61,in-store,2019-01-02 06:05:00
1807,1000,394.63,mobile,2019-01-02 06:06:00
1808,613,91.59,online,2019-01-02 06:07:00
1809,44,470.47,in-store,2019-01-02 06:08:00
1810,142,553.66,online,2019-01-02 06:09:00
1811,137,135.06,in-store,2019-01-02 06:10:00
1812,307,319.78,mobile,2019-01-02 06:11:00
1813,139,543.65,mobile,2019-01-02 06:12:00
1814,387,494.81,online,2019-01-02 06:13:00
1815,965,640.25,online,2019-01-02 06:14:00
1816,153,214.46,b2b,2019-01-02 06:15:00
1817,705,308.11,b2b,2019-01-02 06:16:00
1818,657,97.69,b2b,2019-01-02 06:17:00
1819,920,959.94,online,2019-01-02 06:18:00
1820,341,167.18,online,2019-01-02 06:19:00
1821,260,921.77,b2b,2019-01-02 06:20:00
1822,599,122.54,online,2019-01-02 06:21:00
1823,531,486.04,online,2019-01-02 06:22:00
1824,408,461.74,in-store,2019-01-02 06:23:00
1825,183,889.97,online,2019-01-02 06:24:00
1826,849,781.78,online,2019-01-02 06:25:00
1827,203,448.94,online,2019-01-02 06:26:00
1828,567,129.61,online,2019-01-02 06:27:00
1829,504,880.33,online,2019-01-02 06:28:00
1830,506,395.17,in-store,2019-01-02 06:29:00
1831,285,354.08,online,2019-01-02 06:30:00
1832,808,291.08,in-store,2019-01-02 06:31:00
1833,733,928.59,in-store,2019-01-02 06:32:00
1834,549,378.5,online,2019-01-02 06:33:00
1835,931,532.0,in-store,2019-01-02 06:34:00
1836,438,608.2,online,2019-01-02 06:35:00
1837,605,982.95,mobile,2019-01-02 06:36:00
1838,86,789.1,mobile,2019-01-02 06:37:00
1839,409,21.76,mobile,2019-01-02 06:38:00
1840,879,373.17,in-store,2019-01-02 06:39:00
1841,565,982.08,in-store,2019-01-02 06:40:00
1842,764,418.95,online,2019-01-02 06:41:00
1843,964,406.64,mobile,2019-01-02 06:42:00
1844,274,537.63,online,2019-01-02 06:43:00
1845,569,233.83,online,2019-01-02 06:44:00
1846,967,340.04,b2b,2019-01-02 06:45:00
1847,601,833.95,mobile,2019-01-02 06:46:00
1848,769,45.55,online,2019-01-02 06:47:00
1849,888,661.24,online,2019-01-02 06:48:00
1850,687,713.55,in-store,2019-01-02 06:49:00
1851,599,44.3,mobile,2019-01-02 06:50:00
1852,992,274.53,online,2019-01-02 06:51:00
1853,211,423.32,in-store,2019-01-02 06:52:00
1854,731,851.32,in-store,2019-01-02 06:53:00
1855,456,893.06,online,2019-01-02 06:54:00
1856,773,423.99,b2b,2019-01-02 06:55:00
1857,266,59.56,online,2019-01-02 06:56:00
1858,635,562.89,online,2019-01-02 06:57:00
1859,415,588.15,b2b,2019-01-02 06:58:00
1860,602,498.53,in-store,2019-01-02 06:59:00
1861,58,4.57,online,2019-01-02 07:00:00
1862,864,636.53,mobile,2019-01-02 07:01:00
1863,923,953.38,in-store,2019-01-02 07:02:00
1864,889,878.1,online,2019-01-02 07:03:00
1865,222,534.08,in-store,2019-01-02 07:04:00
1866,582,255.39,online,2019-01-02 07:05:00
1867,694,64.51,online,2019-01-02 07:06:00
1868,5,582.89,online,2019-01-02 07:07:00
1869,865,960.73,online,2019-01-02 07:08:00
1870,226,503.57,online,2019-01-02 07:09:00
1871,578,314.02,online,2019-01-02 07:10:00
1872,401,782.51,mobile,2019-01-02 07:11:00
1873,902,382.93,online,2019-01-02 07:12:00
1874,605,279.72,mobile,2019-01-02 07:13:00
1875,103,475.92,online,2019-01-02 07:14:00
1876,866,698.86,in-store,2019-01-02 07:15:00
1877,656,277.12,online,2019-01-02 07:16:00
1878,289,824.87,online,2019-01-02 07:17:00
1879,18,555.59,mobile,2019-01-02 07:18:00
1880,739,261.81,in-store,2019-01-02 07:19:00
1881,491,972.67,online,2019-01-02 07:20:00
1882,65,990.86,mobile,2019-01-02 07:21:00
1883,569,969.89,in-store,2019-01-02 07:22:00
1884,948,868.71,online,2019-01-02 07:23:00
1885,266,225.59,in-store,2019-01-02 07:24:00
1886,603,24.96,online,2019-01-02 07:25:00
1887,431,108.3,in-store,2019-01-02 07:26:00
1888,350,554.0,b2b,2019-01-02 07:27:00
1889,45,176.45,online,2019-01-02 07:28:00
1890,521,337.4,online,2019-01-02 07:29:00
1891,84,25.72,online,2019-01-02 07:30:00
1892,516,191.71,mobile,2019-01-02 07:31:00
1893,384,105.4,online,2019-01-02 07:32:00
1894,263,30.32,in-store,2019-01-02 07:33:00
1895,812,780.93,b2b,2019-01-02 07:34:00
1896,470,878.97,b2b,2019-01-02 07:35:00
1897,141,963.39,in-store,2019-01-02 07:36:00
1898,368,270.14,in-store,2019-01-02 07:37:00
1899,238,128.3,online,2019-01-02 07:38:00
1900,395,628.39,in-store,2019-01-02 07:39:00
1901,22,128.65,online,2019-01-02 07:40:00
1902,501,803.08,online,2019-01-02 07:41:00
1903,321,393.17,in-store,2019-01-02 07:42:00
1904,980,235.26,mobile,2019-01-02 07:43:00
1905,834,183.58,b2b,2019-01-02 07:44:00
1906,868,183.13,online,2019-01-02 07:45:00
1907,640,464.2,online,2019-01-02 07:46:00
1908,864,421.13,mobile,2019-01-02 07:47:00
1909,685,881.24,online,2019-01-02 07:48:00
1910,451,338.1,online,2019-01-02 07:49:00
1911,357,401.23,online,2019-01-02 07:50:00
1912,519,534.14,online,2019-01-02 07:51:00
1913,441,11.02,mobile,2019-01-02 07:52:00
1914,872,386.92,online,2019-01-02 07:53:00
1915,983,299.73,in-store,2019-01-02 07:54:00
1916,892,186.45,online,2019-01-02 07:55:00
1917,521,648.08,online,2019-01-02 07:56:00
1918,753,870.24,in-store,2019-01-02 07:57:00
1919,960,595.43,in-store,2019-01-02 07:58:00
1920,210,643.1,in-store,2019-01-02 07:59:00
1921,922,56.55,mobile,2019-01-02 08:00:00
1922,513,427.5,online,2019-01-02 08:01:00
1923,874,686.23,b2b,2019-01-02 08:02:00
1924,773,47.27,in-store,2019-01-02 08:03:00
1925,264,689.92,in-store,2019-01-02 08:04:00
1926,525,581.48,online,2019-01-02 08:05:00
1927,126,141.52,online,2019-01-02 08:06:00
1928,420,126.13,in-store,2019-01-02 08:07:00
1929,519,560.05,mobile,2019-01-02 08:08:00
1930,142,382.99,online,2019-01-02 08:09:00
1931,593,826.42,online,2019-01-02 08:10:00
1932,584,819.24,online,2019-01-02 08:11:00
1933,940,252.42,online,2019-01-02 08:12:00
1934,296,955.59,in-store,2019-01-02 08:13:00
1935,932,48.73,online,2019-01-02 08:14:00
1936,906,96.44,online,2019-01-02 08:15:00
1937,825,753.76,in-store,2019-01-02 08:16:00
1938,684,784.15,online,2019-01-02 08:17:00
1939,254,243.59,online,2019-01-02 08:18:00
1940,85,569.6,b2b,2019-01-02 08:19:00
1941,652,725.07,mobile,2019-01-02 08:20:00
1942,489,401.19,b2b,2019-01-02 08:21:00
1943,803,251.86,online,2019-01-02 08:22:00
1944,833,393.09,online,2019-01-02 08:23:00
1945,68,773.36,in-store,2019-01-02 08:24:00
1946,39,373.51,in-store,2019-01-02 08:25:00
1947,777,195.39,online,2019-01-02 08:26:00
1948,603,391.21,in-store,2019-01-02 08:27:00
1949,202,853.23,online,2019-01-02 08:28:00
1950,284,292.55,b2b,2019-01-02 08:29:00
1951,654,402.03,online,2019-01-02 08:30:00
1952,760,493.48,online,2019-01-02 08:31:00
1953,316,252.39,b2b,2019-01-02 08:32:00
1954,597,257.21,in-store,2019-01-02 08:33:00
1955,74,131.84,b2b,2019-01-02 08:34:00
1956,453,827.98,online,2019-01-02 08:35:00
1957,42,312.84,mobile,2019-01-02 08:36:00
1958,767,836.95,mobile,2019-01-02 08:37:00
1959,793,467.81,in-store,2019-01-02 08:38:00
1960,25,493.0,in-store,2019-01-02 08:39:00
1961,530,66.51,online,2019-01-02 08:40:00
1962,949,884.95,online,2019-01-02 08:41:00
1963,98,488.78,b2b,2019-01-02 08:42:00
1964,886,410.79,online,2019-01-02 08:43:00
1965,898,596.24,online,2019-01-02 08:44:00
1966,575,251.69,online,2019-01-02 08:45:00
1967,872,115.2,online,2019-01-02 08:46:00
1968,565,191.79,in-store,2019-01-02 08:47:00
1969,11,296.94,in-store,2019-01-02 08:48:00
1970,274,383.03,in-store,2019-01-02 08:49:00
1971,523,873.28,mobile,2019-01-02 08:50:00
1972,972,293.87,online,2019-01-02 08:51:00
1973,706,821.2,mobile,2019-01-02 08:52:00
1974,292,787.17,mobile,2019-01-02 08:53:00
1975,510,705.48,in-store,2019-01-02 08:54:00
1976,340,884.01,b2b,2019-01-02 08:55:00
1977,270,416.69,online,2019-01-02 08:56:00
1978,393,100.03,in-store,2019-01-02 08:57:00
1979,482,620.35,online,2019-01-02 08:58:00
1980,79,883.74,online,2019-01-02 08:59:00
1981,669,669.45,online,2019-01-02 09:00:00
1982,394,267.96,in-store,2019-01-02 09:01:00
1983,759,890.98,mobile,2019-01-02 09:02:00
1984,527,872.12,online,2019-01-02 09:03:00
1985,434,813.23,b2b,2019-01-02 09:04:00
1986,147,364.34,online,2019-01-02 09:05:00
1987,388,627.41,online,2019-01-02 09:06:00
1988,357,797.32,b2b,2019-01-02 09:07:00
1989,868,469.7,online,2019-01-02 09:08:00
1990,299,334.51,online,2019-01-02 09:09:00
1991,50,701.69,b2b,2019-01-02 09:10:00
1992,249,344.91,online,2019-01-02 09:11:00
1993,822,988.79,online,2019-01-02 09:12:00
1994,327,567.17,in-store,2019-01-02 09:13:00
1995,581,86.19,online,2019-01-02 09:14:00
1996,989,116.85,b2b,2019-01-02 09:15:00
1997,435,704.49,mobile,2019-01-02 09:16:00
1998,67,281.75,online,2019-01-02 09:17:00
1999,290,586.87,online,2019-01-02 09:18:00
2000,462,998.57,mobile,2019-01-02 09:19:00
2001,518,592.85,online,2019-01-02 09:20:00
2002,736,931.99,mobile,2019-01-02 09:21:00
2003,378,728.75,in-store,2019-01-02 09:22:00
2004,508,532.61,in-store,2019-01-02 09:23:00
2005,762,814.37,online,2019-01-02 09:24:00
2006,308,487.03,online,2019-01-02 09:25:00
2007,663,291.49,mobile,2019-01-02 09:26:00
2008,155,752.46,in-store,2019-01-02 09:27:00
2009,129,11.92,in-store,2019-01-02 09:28:00
2010,378,420.16,in-store,2019-01-02 09:29:00
2011,37,897.0,online,2019-01-02 09:30:00
2012,152,672.64,online,2019-01-02 09:31:00
2013,661,759.5,online,2019-01-02 09:32:00
2014,341,953.51,online,2019-01-02 09:33:00
2015,27,130.94,online,2019-01-02 09:34:00
2016,468,509.15,online,2019-01-02 09:35:00
2017,945,490.11,mobile,2019-01-02 09:36:00
2018,624,637.65,in-store,2019-01-02 09:37:00
2019,696,988.83,b2b,2019-01-02 09:38:00
2020,400,889.57,in-store,2019-01-02 09:39:00
2021,641,694.58,online,2019-01-02 09:40:00
2022,566,314.85,mobile,2019-01-02 09:41:00
2023,135,709.19,online,2019-01-02 09:42:00
2024,981,349.04,in-store,2019-01-02 09:43:00
2025,962,108.12,b2b,2019-01-02 09:44:00
2026,31,679.94,online,2019-01-02 09:45:00
2027,131,47.36,online,2019-01-02 09:46:00
2028,425,893.27,online,2019-01-02 09:47:00
2029,816,891.55,b2b,2019-01-02 09:48:00
2030,431,853.71,mobile,2019-01-02 09:49:00
2031,761,987.57,online,2019-01-02 09:50:00
2032,474,334.77,mobile,2019-01-02 09:51:00
2033,495,233.47,in-store,2019-01-02 09:52:00
2034,435,273.69,in-store,2019-01-02 09:53:00
2035,321,183.62,in-store,2019-01-02 09:54:00
2036,528,986.92,online,2019-01-02 09:55:00
2037,341,665.9,online,2019-01-02 09:56:00
2038,444,738.47,online,2019-01-02 09:57:00
2039,328,838.82,in-store,2019-01-02 09:58:00
2040,939,222.6,mobile,2019-01-02 09:59:00
2041,67,635.71,online,2019-01-02 10:00:00
2042,50,874.59,online,2019-01-02 10:01:00
2043,560,32.94,in-store,2019-01-02 10:02:00
2044,597,334.22,online,2019-01-02 10:03:00
2045,311,152.18,mobile,2019-01-02 10:04:00
2046,725,483.3,in-store,2019-01-02 10:05:00
2047,899,992.05,online,2019-01-02 10:06:00
2048,598,859.79,online,2019-01-02 10:07:00
2049,164,605.71,in-store,2019-01-02 10:08:00
2050,876,183.03,online,2019-01-02 10:09:00
2051,766,260.34,online,2019-01-02 10:10:00
2052,865,828.96,mobile,2019-01-02 10:11:00
2053,131,485.07,online,2019-01-02 10:12:00
2054,802,17.52,mobile,2019-01-02 10:13:00
2055,931,692.05,mobile,2019-01-02 10:14:00
2056,560,897.16,b2b,2019-01-02 10:15:00
2057,253,590.04,online,2019-01-02 10:16:00
2058,180,656.75,online,2019-01-02 10:17:00
2059,916,627.83,online,2019-01-02 10:18:00
2060,230,431.31,online,2019-01-02 10:19:00
2061,958,932.74,in-store,2019-01-02 10:20:00
2062,502,419.12,online,2019-01-02 10:21:00
2063,651,324.37,online,2019-01-02 10:22:00
2064,214,599.62,online,2019-01-02 10:23:00
2065,525,36.84,online,2019-01-02 10:24:00
2066,592,498.8,b2b,2019-01-02 10:25:00
2067,266,129.23,online,2019-01-02 10:26:00
2068,37,364.65,online,2019-01-02 10:27:00
2069,496,672.58,mobile,2019-01-02 10:28:00
2070,203,592.16,online,2019-01-02 10:29:00
2071,130,688.04,in-store,2019-01-02 10:30:00
2072,94,499.68,in-store,2019-01-02 10:31:00
2073,332,505.93,b2b,2019-01-02 10:32:00
2074,933,835.21,in-store,2019-01-02 10:33:00
2075,622,333.55,in-store,2019-01-02 10:34:00
2076,210,763.44,in-store,2019-01-02 10:35:00
2077,574,82.12,in-store,2019-01-02 10:36:00
2078,245,415.29,online,2019-01-02 10:37:00
2079,229,333.88,mobile,2019-01-02 10:38:00
2080,519,438.58,mobile,2019-01-02 10:39:00
2081,334,757.36,in-store,2019-01-02 10:40:00
2082,333,569.26,online,2019-01-02 10:41:00
2083,300,67.0,mobile,2019-01-02 10:42:00
2084,932,701.36,online,2019-01-02 10:43:00
2085,301,736.74,online,2019-01-02 10:44:00
2086,850,227.12,mobile,2019-01-02 10:45:00
2087,661,985.24,in-store,2019-01-02 10:46:00
2088,733,77.56,online,2019-01-02 10:47:00
2089,715,120.51,online,2019-01-02 10:48:00
2090,295,289.43,online,2019-01-02 10:49:00
2091,527,883.74,online,2019-01-02 10:50:00
2092,411,5.69,mobile,2019-01-02 10:51:00
2093,544,545.71,online,2019-01-02 10:52:00
2094,227,620.74,online,2019-01-02 10:53:00
2095,683,738.84,online,2019-01-02 10:54:00
2096,708,320.41,b2b,2019-01-02 10:55:00
2097,173,461.69,in-store,2019-01-02 10:56:00
2098,859,98.53,online,2019-01-02 10:57:00
2099,295,290.84,in-store,2019-01-02 10:58:00
2100,8,176.3,online,2019-01-02 10:59:00
2101,797,432.75,online,2019-01-02 11:00:00
2102,190,136.16,in-store,2019-01-02 11:01:00
2103,665,80.54,in-store,2019-01-02 11:02:00
2104,86,506.7,in-store,2019-01-02 11:03:00
2105,91,46.22,online,2019-01-02 11:04:00
2106,772,489.04,mobile,2019-01-02 11:05:00
2107,851,244.49,in-store,2019-01-02 11:06:00
2108,802,331.16,in-store,2019-01-02 11:07:00
2109,951,725.43,online,2019-01-02 11:08:00
2110,617,618.45,b2b,2019-01-02 11:09:00
2111,667,126.76,online,2019-01-02 11:10:00
2112,955,841.05,b2b,2019-01-02 11:11:00
2113,247,240.41,online,2019-01-02 11:12:00
2114,594,734.42,mobile,2019-01-02 11:13:00
2115,310,168.75,in-store,2019-01-02 11:14:00
2116,935,157.81,online,2019-01-02 11:15:00
2117,723,332.77,in-store,2019-01-02 11:16:00
2118,32,417.24,online,2019-01-02 11:17:00
2119,481,447.66,online,2019-01-02 11:18:00
2120,760,857.88,in-store,2019-01-02 11:19:00
2121,858,352.87,online,2019-01-02 11:20:00
2122,662,798.06,online,2019-01-02 11:21:00
2123,406,958.23,in-store,2019-01-02 11:22:00
2124,327,120.11,in-store,2019-01-02 11:23:00
2125,534,715.0,in-store,2019-01-02 11:24:00
2126,977,34.86,in-store,2019-01-02 11:25:00
2127,464,20.94,online,2019-01-02 11:26:00
2128,790,575.23,mobile,2019-01-02 11:27:00
2129,876,167.7,mobile,2019-01-02 11:28:00
2130,700,206.03,in-store,2019-01-02 11:29:00
2131,189,471.61,mobile,2019-01-02 11:30:00
2132,855,805.54,mobile,2019-01-02 11:31:00
2133,896,276.45,mobile,2019-01-02 11:32:00
2134,470,80.93,online,2019-01-02 11:33:00
2135,165,339.78,online,2019-01-02 11:34:00
2136,166,260.07,mobile,2019-01-02 11:35:00
2137,29,839.07,in-store,2019-01-02 11:36:00
2138,741,88.2,online,2019-01-02 11:37:00
2139,321,452.33,online,2019-01-02 11:38:00
2140,165,932.65,in-store,2019-01-02 11:39:00
2141,646,274.89,mobile,2019-01-02 11:40:00
2142,470,511.03,in-store,2019-01-02 11:41:00
2143,144,774.69,in-store,2019-01-02 11:42:00
2144,493,49.33,mobile,2019-01-02 11:43:00
2145,989,549.27,mobile,2019-01-02 11:44:00
2146,419,299.9,b2b,2019-01-02 11:45:00
2147,158,732.0,in-store,2019-01-02 11:46:00
2148,949,745.83,online,2019-01-02 11:47:00
2149,303,23.74,mobile,2019-01-02 11:48:00
2150,158,698.36,online,2019-01-02 11:49:00
2151,13,255.21,in-store,2019-01-02 11:50:00
2152,369,422.26,in-store,2019-01-02 11:51:00
2153,203,321.41,in-store,2019-01-02 11:52:00
2154,786,54.08,online,2019-01-02 11:53:00
2155,987,854.06,online,2019-01-02 11:54:00
2156,148,391.35,in-store,2019-01-02 11:55:00
2157,421,956.38,in-store,2019-01-02 11:56:00
2158,488,390.03,in-store,2019-01-02 11:57:00
2159,943,256.91,mobile,2019-01-02 11:58:00
2160,763,237.35,mobile,2019-01-02 11:59:00
2161,139,292.76,online,2019-01-02 12:00:00
2162,636,343.26,in-store,2019-01-02 12:01:00
2163,177,532.08,online,2019-01-02 12:02:00
2164,913,130.31,b2b,2019-01-02 12:03:00
2165,684,798.23,in-store,2019-01-02 12:04:00
2166,128,532.91,b2b,2019-01-02 12:05:00
2167,918,320.42,online,2019-01-02 12:06:00
2168,331,164.68,mobile,2019-01-02 12:07:00
2169,496,643.75,mobile,2019-01-02 12:08:00
2170,808,932.8,in-store,2019-01-02 12:09:00
2171,990,654.16,mobile,2019-01-02 12:10:00
2172,768,465.01,online,2019-01-02 12:11:00
2173,585,225.08,mobile,2019-01-02 12:12:00
2174,132,23.92,online,2019-01-02 12:13:00
2175,798,129.44,online,2019-01-02 12:14:00
2176,100,878.34,in-store,2019-01-02 12:15:00
2177,62,725.52,online,2019-01-02 12:16:00
2178,901,24.92,in-store,2019-01-02 12:17:00
2179,875,609.31,in-store,2019-01-02 12:18:00
2180,789,602.37,in-store,2019-01-02 12:19:00
2181,127,595.7,in-store,2019-01-02 12:20:00
2182,585,336.45,mobile,2019-01-02 12:21:00
